age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income_more50K
30-39,Private,100K-200K,HS-grad,8--9,Married-civ-spouse,Craft-repair,Husband,White,Male,35-40,United-States,0
>=60,Private,100K-200K,Some-college,>=10,Widowed,Prof-specialty,Not-in-family,White,Female,<35,United-States,0
20-29,Private,<100K,HS-grad,8--9,Never-married,Other-service,Unmarried,White,Male,35-40,United-States,0
30-39,Private,100K-200K,9th,<8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,35-40,Canada,0
40-49,Private,100K-200K,HS-grad,8--9,Married-civ-spouse,Adm-clerical,Husband,White,Male,>40,United-States,1
50-59,Private,100K-200K,Masters,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,>40,United-States,1
50-59,Private,<100K,Bachelors,>=10,Widowed,Farming-fishing,Own-child,Asian-Pac-Islander,Male,35-40,United-States,0
40-49,Local-gov,>300K,HS-grad,8--9,Married-civ-spouse,Protective-serv,Husband,White,Male,>40,United-States,1
30-39,Private,<100K,HS-grad,8--9,Married-civ-spouse,Craft-repair,Husband,White,Male,>40,United-States,0
40-49,Private,200K-300K,Some-college,>=10,Divorced,Exec-managerial,Unmarried,White,Female,35-40,United-States,0
40-49,Private,100K-200K,Masters,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,>40,England,1
30-39,Private,100K-200K,Bachelors,>=10,Never-married,Sales,Not-in-family,White,Male,35-40,United-States,1
50-59,Local-gov,100K-200K,HS-grad,8--9,Married-civ-spouse,Transport-moving,Husband,White,Male,>40,United-States,0
50-59,Private,<100K,Some-college,>=10,Married-civ-spouse,Craft-repair,Husband,White,Male,35-40,United-States,1
20-29,Private,>300K,HS-grad,8--9,Never-married,Adm-clerical,Not-in-family,White,Female,>40,United-States,0
40-49,Local-gov,100K-200K,Masters,>=10,Widowed,Exec-managerial,Unmarried,Black,Female,35-40,United-States,0
20-29,Private,200K-300K,HS-grad,8--9,Never-married,Farming-fishing,Own-child,White,Male,35-40,United-States,0
40-49,Private,100K-200K,Bachelors,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,>40,United-States,1
30-39,Private,>300K,HS-grad,8--9,Married-civ-spouse,Craft-repair,Husband,White,Male,<35,Germany,0
50-59,Private,100K-200K,11th,<8,Divorced,Transport-moving,Own-child,White,Male,35-40,United-States,0
40-49,Private,>300K,Assoc-voc,>=10,Married-civ-spouse,Sales,Husband,White,Male,>40,United-States,0
20-29,State-gov,<100K,Some-college,>=10,Never-married,Adm-clerical,Own-child,White,Male,<35,United-States,0
20-29,Private,<100K,Some-college,>=10,Never-married,Farming-fishing,Not-in-family,White,Male,>40,United-States,0
40-49,Private,100K-200K,Some-college,>=10,Divorced,Transport-moving,Unmarried,White,Male,>40,United-States,0
20-29,Private,100K-200K,HS-grad,8--9,Divorced,Craft-repair,Unmarried,White,Male,35-40,United-States,0
30-39,Local-gov,200K-300K,HS-grad,8--9,Separated,Adm-clerical,Unmarried,White,Female,35-40,United-States,0
20-29,Private,200K-300K,Some-college,>=10,Never-married,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,35-40,Vietnam,0
40-49,Private,200K-300K,HS-grad,8--9,Divorced,Craft-repair,Not-in-family,White,Male,>40,United-States,0
40-49,Local-gov,100K-200K,HS-grad,8--9,Married-civ-spouse,Protective-serv,Husband,White,Male,35-40,United-States,0
30-39,Private,200K-300K,HS-grad,8--9,Never-married,Machine-op-inspct,Not-in-family,White,Male,>40,United-States,0
20-29,Private,>300K,Assoc-voc,>=10,Divorced,Prof-specialty,Unmarried,White,Female,35-40,United-States,0
50-59,Private,>300K,Masters,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,>40,United-States,1
>=60,Private,200K-300K,Assoc-voc,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,>40,United-States,1
30-39,Private,>300K,Some-college,>=10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,35-40,Mexico,0
40-49,Local-gov,>300K,Assoc-acdm,>=10,Married-civ-spouse,Protective-serv,Husband,White,Male,35-40,United-States,1
30-39,Private,200K-300K,Assoc-voc,>=10,Never-married,Tech-support,Not-in-family,White,Female,<35,United-States,0
40-49,State-gov,<100K,HS-grad,8--9,Never-married,Craft-repair,Not-in-family,White,Male,35-40,United-States,0
40-49,Private,>300K,Bachelors,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,35-40,United-States,1
30-39,Private,100K-200K,HS-grad,8--9,Never-married,Craft-repair,Not-in-family,White,Male,35-40,United-States,0
50-59,Self-emp-not-inc,100K-200K,Assoc-acdm,>=10,Divorced,Transport-moving,Unmarried,Black,Female,<35,United-States,0
40-49,Private,100K-200K,Bachelors,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,>40,United-States,1
20-29,Private,100K-200K,Bachelors,>=10,Never-married,Machine-op-inspct,Unmarried,Black,Female,35-40,United-States,0
50-59,Self-emp-inc,100K-200K,Some-college,>=10,Married-civ-spouse,Tech-support,Husband,White,Male,>40,United-States,1
30-39,Private,100K-200K,Assoc-voc,>=10,Married-civ-spouse,Sales,Husband,White,Male,35-40,United-States,0
40-49,Private,>300K,HS-grad,8--9,Separated,Machine-op-inspct,Not-in-family,White,Male,<35,United-States,0
<20,Private,100K-200K,10th,<8,Never-married,Other-service,Own-child,White,Male,35-40,United-States,0
30-39,Self-emp-inc,100K-200K,Bachelors,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,>40,United-States,1
30-39,Private,100K-200K,Some-college,>=10,Never-married,Machine-op-inspct,Not-in-family,White,Male,35-40,United-States,0
20-29,Private,>300K,HS-grad,8--9,Never-married,Handlers-cleaners,Own-child,White,Male,35-40,United-States,0
30-39,Private,100K-200K,HS-grad,8--9,Married-civ-spouse,Exec-managerial,Wife,White,Female,35-40,United-States,0
20-29,Private,200K-300K,Some-college,>=10,Never-married,Sales,Not-in-family,White,Female,<35,United-States,0
30-39,Private,200K-300K,Some-college,>=10,Married-civ-spouse,Transport-moving,Husband,Black,Male,>40,United-States,1
30-39,Private,100K-200K,Some-college,>=10,Married-civ-spouse,Adm-clerical,Husband,White,Male,35-40,United-States,0
30-39,Private,<100K,Bachelors,>=10,Divorced,Exec-managerial,Unmarried,White,Female,35-40,United-States,0
20-29,Private,200K-300K,Assoc-acdm,>=10,Divorced,Sales,Unmarried,White,Female,35-40,United-States,0
40-49,Private,100K-200K,Bachelors,>=10,Married-civ-spouse,Sales,Husband,White,Male,>40,United-States,1
30-39,Private,100K-200K,Doctorate,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,>40,United-States,1
30-39,Private,<100K,HS-grad,8--9,Married-civ-spouse,Farming-fishing,Husband,White,Male,>40,United-States,0
20-29,Private,100K-200K,HS-grad,8--9,Never-married,Machine-op-inspct,Other-relative,White,Female,35-40,United-States,0
30-39,Private,100K-200K,Assoc-voc,>=10,Divorced,Adm-clerical,Not-in-family,White,Male,35-40,United-States,0
50-59,Private,200K-300K,10th,<8,Divorced,Machine-op-inspct,Not-in-family,White,Female,35-40,United-States,0
>=60,Self-emp-not-inc,200K-300K,Bachelors,>=10,Divorced,Prof-specialty,Not-in-family,White,Male,35-40,United-States,0
20-29,Private,>300K,HS-grad,8--9,Divorced,Machine-op-inspct,Not-in-family,White,Male,35-40,United-States,0
20-29,Private,100K-200K,HS-grad,8--9,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,35-40,Laos,0
20-29,Private,200K-300K,Bachelors,>=10,Never-married,Adm-clerical,Own-child,White,Male,35-40,United-States,0
40-49,Federal-gov,200K-300K,Assoc-voc,>=10,Divorced,Tech-support,Not-in-family,White,Male,35-40,United-States,0
30-39,Private,100K-200K,HS-grad,8--9,Married-civ-spouse,Craft-repair,Husband,White,Male,35-40,United-States,1
20-29,Private,>300K,Prof-school,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,>40,United-States,0
<20,Private,<100K,HS-grad,8--9,Never-married,Other-service,Own-child,White,Female,<35,United-States,0
30-39,Self-emp-not-inc,>300K,Bachelors,>=10,Married-civ-spouse,Exec-managerial,Wife,White,Female,35-40,United-States,1
20-29,Private,100K-200K,HS-grad,8--9,Never-married,Adm-clerical,Not-in-family,White,Female,35-40,United-States,0
>=60,Private,100K-200K,HS-grad,8--9,Divorced,Other-service,Not-in-family,White,Female,<35,United-States,0
40-49,State-gov,100K-200K,HS-grad,8--9,Married-civ-spouse,Adm-clerical,Wife,White,Female,35-40,United-States,1
30-39,Private,100K-200K,Some-college,>=10,Never-married,Adm-clerical,Not-in-family,White,Female,35-40,United-States,0
40-49,Private,100K-200K,HS-grad,8--9,Married-civ-spouse,Craft-repair,Husband,White,Male,>40,United-States,1
<20,Self-emp-not-inc,100K-200K,Some-college,>=10,Never-married,Other-service,Own-child,White,Female,35-40,Mexico,0
20-29,Private,100K-200K,HS-grad,8--9,Never-married,Sales,Own-child,Black,Female,35-40,United-States,0
50-59,Private,>300K,9th,<8,Divorced,Adm-clerical,Not-in-family,White,Male,35-40,United-States,0
20-29,Private,100K-200K,Some-college,>=10,Never-married,Adm-clerical,Not-in-family,White,Male,>40,United-States,0
30-39,Private,200K-300K,Bachelors,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,>40,United-States,1
50-59,Local-gov,100K-200K,Bachelors,>=10,Widowed,Prof-specialty,Not-in-family,White,Female,35-40,United-States,0
30-39,Private,100K-200K,Assoc-acdm,>=10,Married-civ-spouse,Sales,Husband,White,Male,>40,United-States,1
30-39,Private,>300K,HS-grad,8--9,Never-married,Machine-op-inspct,Unmarried,Black,Female,35-40,United-States,0
30-39,Federal-gov,<100K,Some-college,>=10,Divorced,Exec-managerial,Not-in-family,White,Female,35-40,United-States,0
30-39,Self-emp-inc,100K-200K,Some-college,>=10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,35-40,South,1
30-39,Private,200K-300K,Bachelors,>=10,Never-married,Prof-specialty,Not-in-family,White,Male,>40,United-States,1
20-29,Private,<100K,12th,8--9,Married-spouse-absent,Other-service,Not-in-family,Black,Female,35-40,United-States,0
50-59,Private,<100K,HS-grad,8--9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,35-40,United-States,0
40-49,Private,100K-200K,Assoc-voc,>=10,Married-civ-spouse,Exec-managerial,Wife,White,Female,35-40,United-States,1
>=60,Local-gov,200K-300K,HS-grad,8--9,Widowed,Exec-managerial,Other-relative,White,Female,<35,United-States,0
20-29,Private,100K-200K,11th,<8,Never-married,Transport-moving,Own-child,White,Male,35-40,United-States,0
20-29,Private,>300K,HS-grad,8--9,Never-married,Machine-op-inspct,Own-child,White,Male,35-40,United-States,0
>=60,Private,100K-200K,Some-college,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,>40,United-States,1
20-29,State-gov,100K-200K,Bachelors,>=10,Married-civ-spouse,Exec-managerial,Wife,White,Female,35-40,United-States,0
50-59,Private,<100K,9th,<8,Never-married,Other-service,Unmarried,Black,Female,35-40,United-States,0
20-29,Private,100K-200K,HS-grad,8--9,Never-married,Adm-clerical,Not-in-family,White,Male,35-40,United-States,0
40-49,Private,>300K,Some-college,>=10,Married-civ-spouse,Exec-managerial,Wife,White,Female,35-40,United-States,1
30-39,Private,200K-300K,HS-grad,8--9,Divorced,Machine-op-inspct,Not-in-family,White,Male,35-40,United-States,0
30-39,Private,200K-300K,HS-grad,8--9,Divorced,Priv-house-serv,Unmarried,Black,Female,<35,United-States,0
50-59,Self-emp-not-inc,100K-200K,Prof-school,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,35-40,United-States,0
50-59,Private,100K-200K,HS-grad,8--9,Never-married,Exec-managerial,Unmarried,White,Female,35-40,United-States,0
40-49,Private,<100K,Bachelors,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,35-40,United-States,1
40-49,Private,<100K,Some-college,>=10,Married-civ-spouse,Craft-repair,Husband,White,Male,35-40,United-States,0
40-49,Private,200K-300K,Bachelors,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,>40,United-States,1
40-49,Private,>300K,HS-grad,8--9,Divorced,Machine-op-inspct,Not-in-family,White,Male,35-40,United-States,0
<20,Private,100K-200K,HS-grad,8--9,Never-married,Other-service,Not-in-family,White,Female,35-40,United-States,0
40-49,Self-emp-not-inc,<100K,HS-grad,8--9,Married-civ-spouse,Farming-fishing,Husband,White,Male,35-40,United-States,0
>=60,Self-emp-inc,<100K,HS-grad,8--9,Married-civ-spouse,Transport-moving,Husband,White,Male,35-40,United-States,0
50-59,Private,100K-200K,Prof-school,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,>40,United-States,1
30-39,Private,100K-200K,Bachelors,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,35-40,United-States,1
>=60,Private,200K-300K,HS-grad,8--9,Widowed,Adm-clerical,Not-in-family,White,Female,<35,Germany,1
>=60,Private,>300K,Doctorate,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,35-40,United-States,1
50-59,Local-gov,<100K,7th-8th,<8,Never-married,Other-service,Unmarried,Black,Female,35-40,United-States,0
30-39,Federal-gov,<100K,HS-grad,8--9,Never-married,Adm-clerical,Not-in-family,White,Male,35-40,United-States,0
30-39,Private,>300K,10th,<8,Never-married,Other-service,Unmarried,Black,Female,35-40,United-States,0
20-29,State-gov,<100K,Some-college,>=10,Never-married,Adm-clerical,Own-child,White,Female,<35,United-States,0
50-59,Private,100K-200K,HS-grad,8--9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,35-40,United-States,0
20-29,Private,200K-300K,Bachelors,>=10,Never-married,Prof-specialty,Own-child,White,Male,35-40,United-States,0
30-39,Private,200K-300K,HS-grad,8--9,Married-civ-spouse,Farming-fishing,Husband,White,Male,<35,United-States,0
30-39,Private,200K-300K,Some-college,>=10,Divorced,Other-service,Unmarried,White,Female,35-40,United-States,0
40-49,Private,>300K,HS-grad,8--9,Married-civ-spouse,Sales,Husband,White,Male,>40,United-States,1
20-29,Private,100K-200K,Bachelors,>=10,Never-married,Sales,Not-in-family,White,Male,>40,United-States,1
20-29,Private,>300K,HS-grad,8--9,Married-civ-spouse,Craft-repair,Husband,White,Male,35-40,United-States,0
20-29,State-gov,100K-200K,Some-college,>=10,Never-married,Protective-serv,Not-in-family,White,Male,35-40,United-States,0
<20,Private,>300K,Some-college,>=10,Never-married,Adm-clerical,Not-in-family,White,Female,<35,United-States,0
20-29,Private,>300K,Some-college,>=10,Never-married,Exec-managerial,Own-child,White,Male,<35,United-States,0
30-39,Federal-gov,>300K,HS-grad,8--9,Married-civ-spouse,Craft-repair,Husband,White,Male,35-40,United-States,1
50-59,State-gov,<100K,Some-college,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,35-40,United-States,0
40-49,Private,100K-200K,Bachelors,>=10,Married-civ-spouse,Tech-support,Husband,White,Male,35-40,United-States,1
>=60,Private,200K-300K,Some-college,>=10,Divorced,Adm-clerical,Unmarried,White,Female,<35,United-States,0
40-49,Private,<100K,Bachelors,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,35-40,United-States,1
20-29,Private,200K-300K,11th,<8,Married-civ-spouse,Other-service,Husband,White,Male,35-40,United-States,0
20-29,Private,>300K,Some-college,>=10,Never-married,Sales,Not-in-family,White,Male,35-40,United-States,0
20-29,Private,200K-300K,HS-grad,8--9,Never-married,Exec-managerial,Own-child,White,Female,35-40,United-States,0
50-59,Self-emp-not-inc,>300K,Bachelors,>=10,Married-civ-spouse,Sales,Husband,White,Male,35-40,United-States,0
20-29,Private,>300K,HS-grad,8--9,Never-married,Craft-repair,Own-child,White,Male,35-40,United-States,0
40-49,Private,100K-200K,Some-college,>=10,Divorced,Sales,Unmarried,White,Female,>40,United-States,1
20-29,Private,<100K,Bachelors,>=10,Never-married,Exec-managerial,Not-in-family,White,Male,35-40,United-States,0
20-29,Private,100K-200K,HS-grad,8--9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,35-40,United-States,0
<20,Private,<100K,11th,<8,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,<35,United-States,0
40-49,Self-emp-not-inc,200K-300K,HS-grad,8--9,Married-civ-spouse,Exec-managerial,Husband,White,Male,<35,United-States,0
20-29,Private,100K-200K,Bachelors,>=10,Never-married,Sales,Not-in-family,White,Male,35-40,United-States,0
40-49,Private,200K-300K,Some-college,>=10,Never-married,Other-service,Own-child,White,Male,35-40,United-States,0
20-29,Without-pay,200K-300K,HS-grad,8--9,Never-married,Craft-repair,Own-child,Black,Male,35-40,United-States,0
20-29,Private,100K-200K,HS-grad,8--9,Divorced,Other-service,Unmarried,White,Female,>40,United-States,0
>=60,Private,100K-200K,Some-college,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,<35,United-States,0
20-29,Private,100K-200K,Some-college,>=10,Never-married,Exec-managerial,Not-in-family,Black,Male,>40,Mexico,0
20-29,Self-emp-inc,100K-200K,Some-college,>=10,Never-married,Exec-managerial,Not-in-family,White,Male,<35,United-States,0
40-49,Private,200K-300K,HS-grad,8--9,Married-civ-spouse,Exec-managerial,Wife,White,Female,35-40,United-States,1
30-39,Private,200K-300K,HS-grad,8--9,Separated,Transport-moving,Unmarried,Black,Female,>40,United-States,0
50-59,Self-emp-not-inc,100K-200K,10th,<8,Never-married,Craft-repair,Not-in-family,White,Male,<35,United-States,0
40-49,Self-emp-inc,200K-300K,Some-college,>=10,Divorced,Exec-managerial,Not-in-family,White,Male,35-40,United-States,0
50-59,Private,100K-200K,Bachelors,>=10,Married-civ-spouse,Craft-repair,Husband,White,Male,>40,United-States,1
20-29,Private,100K-200K,Some-college,>=10,Never-married,Exec-managerial,Own-child,Black,Male,35-40,United-States,0
50-59,Private,200K-300K,HS-grad,8--9,Widowed,Sales,Not-in-family,White,Female,<35,United-States,0
50-59,Self-emp-inc,200K-300K,Masters,>=10,Married-civ-spouse,Sales,Husband,White,Male,35-40,United-States,1
50-59,Private,200K-300K,12th,8--9,Married-spouse-absent,Handlers-cleaners,Not-in-family,Other,Male,>40,Dominican-Republic,0
50-59,Private,100K-200K,HS-grad,8--9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,>40,United-States,0
30-39,Private,100K-200K,Bachelors,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,>40,United-States,0
40-49,Private,>300K,Masters,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,>40,United-States,1
30-39,Private,<100K,Bachelors,>=10,Married-civ-spouse,Other-service,Wife,White,Female,<35,United-States,0
40-49,Private,100K-200K,Prof-school,>=10,Married-civ-spouse,Exec-managerial,Husband,White,Male,>40,United-States,1
20-29,Private,>300K,Some-college,>=10,Never-married,Sales,Own-child,White,Male,35-40,United-States,0
30-39,Private,100K-200K,HS-grad,8--9,Married-civ-spouse,Other-service,Husband,White,Male,>40,United-States,1
40-49,Private,100K-200K,Masters,>=10,Married-civ-spouse,Sales,Husband,White,Male,35-40,United-States,1
30-39,Private,>300K,9th,<8,Married-civ-spouse,Farming-fishing,Wife,White,Female,>40,United-States,0
40-49,Private,100K-200K,Bachelors,>=10,Married-civ-spouse,Prof-specialty,Husband,White,Male,35-40,United-States,1
